roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12,roi13,roi14,roi15,roi16,roi17,roi18,roi19,roi20,roi21,roi22,roi23,roi24,roi25,roi26,roi27,roi28,roi29,roi30,roi31,roi32,roi33,roi34,roi35,roi36,roi37,roi38,roi39,roi40,roi41,roi42,roi43,roi44,roi45,roi46,roi47,roi48,roi49,roi50,roi51,roi52,roi53,roi54,roi55,roi56,roi57,roi58,roi59,roi60,roi61,roi62,roi63,roi64,roi65,roi66,roi67,roi68,roi69,roi70,roi71,roi72
-0.3570215,-0.6235021,-2.094064,1.42757,0.019196,-0.274557,-1.52962,-0.5246,-0.0944377,0.0473756,-0.2796026,1.03645,-1.06041,1.093292,0.2755755,1.091935,1.099136,1.180307,-0.8856171,-0.0979623,-0.505591,-2.01715,0.043272,-0.0747753,-0.3557642,0.622752,-0.3593166,0.0929579,0.3571246,0.429072,-0.8856307,-2.356453,0.2731737,-4.626034,-1.620791,-0.509669,-0.6207214,0.2742521,0.409513,0.410315,-0.3577254,-0.00236062,0.8872091,-1.186201,-0.469526,0.3501766,-1.46772,-0.8810549,0.4657,0.0997517,-0.3525107,-0.6236747,0.467576,0.6242307,2.62123,0.6216777,0.3507647,3.44059,0.0452034,1.277077,-0.6236971,-0.3534145,0.6237163,-2.092507,0.0909352,0.6275377,0.0900714,1.093971,-0.273762,-1.090135,-1.187374,-0.6242677
-1.279517,-2.27543,-1.189726,0.6249756,-0.512127,-0.0907601,-2.35214,-1.622701,-0.425247,-0.2737324,-0.435791,1.624275,-1.356725,1.07426,-0.1893026,0.6214726,1.53052,1.46764,-0.2779314,-0.0933205,-0.0906276,-2.277625,-0.1847957,0.0713679,-1.187919,1.07435,-0.6207249,0.0601017,-0.097201,0.3547657,-1.277144,-0.2777655,0.0997365,-7.01004,-1.43625,-0.6234574,-1.353171,0.3551767,0.2797511,0.0939361,-1.353426,0.6279617,-0.596627,0.0997761,-0.0501917,1.096415,-1.625721,-0.410327,0.1810071,0.529606,0.6224277,-1.186735,1.274797,1.09677,1.887201,0.8895703,1.356054,3.54759,0.18391,1.353302,-1.352019,-1.621017,0.6261311,-1.094693,1.55657,0.8853771,0.2715062,1.627707,-0.2744219,-0.440334,-0.6263471,-2.099756
-2.18557,-3.40976,-1.187251,0.2742077,-1.02671,0.0719141,-2.351607,-2.09001,-0.6205771,-0.3559741,-0.2776477,2.181736,-2.180742,0.6237061,-0.6267999,0.1849654,1.353456,1.4507,0.6279137,-0.1853537,0.2704626,-2.097726,-0.410333,0.1813075,-2.01573,1.355337,-0.6203959,0.0962324,-0.457263,0.0912574,-1.45243,0.529701,-0.0913316,-7.41997,-1.2724,-0.886419,-2.099733,0.477367,0.0176273,-0.2763272,-2.01363,1.273997,-1.880967,-0.0206966,0.0929966,1.51734,-1.44907,-0.0526162,-0.1807707,0.6235526,1.5451,-1.35792,1.094779,1.03604,1.185344,1.183717,2.07133,3.093205,0.3516277,0.429996,-2.01261,-2.620739,0.517649,0.0341635,3.620449,0.6265976,0.479072,2.00117,-0.00300931,0.0905721,-0.453929,-3.094244
-2.623677,-3.629644,-2.099006,0.2752371,-1.186037,0.0974376,-1.62031,-1.885371,-0.8832459,-0.1873926,-0.0777766,2.00366,-2.883057,0.3554777,-0.625651,-0.1802417,0.8863421,1.099956,1.59575,-0.3577106,0.351434,-1.274345,-0.6235692,0.1875402,-2.354349,1.620492,-0.6247792,0.1879701,-0.47674,-0.2796447,-1.44474,-0.091446,-0.272721,-7.355579,-1.276776,-1.090055,-2.47412,0.506747,-0.350771,-0.6206407,-1.886206,0.8876524,-2.186755,-2.183691,-0.0937177,1.46154,-0.8865596,0.2776527,-0.357265,0.427125,2.04216,-1.354312,0.477347,0.576274,0.579237,1.275275,2.093656,2.07777,0.356913,-0.6204751,-2.09932,-3.097117,0.1854674,1.00554,4.351907,0.49097,0.6295779,1.276242,0.0969119,0.3574636,-0.524645,-3.097752
-2.45175,-3.357314,-3.35719,0.6270319,-1.275637,0.0977571,-0.8874771,-1.351135,-0.6272399,0.00746445,0.0764796,1.276253,-3.095912,0.0205711,-0.517542,-0.1879593,0.6269379,0.520793,1.53633,-0.567573,0.0975749,-0.0931301,-0.8866397,0.2743901,-2.357573,1.883423,-0.6277462,0.0977079,-0.3540464,-0.6292969,-1.355337,-1.885441,-0.1845195,-2.627125,-1.625673,-1.187172,-2.181759,0.3557413,-0.493091,-1.01731,-1.276327,-0.0954763,-1.627265,-4.55064,-0.437341,1.07953,-0.2731624,0.577157,-0.3536772,0.0921133,1.886627,-1.18121,0.0915797,0.1890296,0.0363736,1.096321,1.51612,0.3591333,0.2775739,-1.57577,-1.624755,-3.06549,-0.0167342,1.42402,2.356937,0.1875659,0.626125,0.2761453,0.0932339,0.2767177,-1.03747,-2.094735
-1.49724,-2.353701,-4.094257,1.096041,-1.189769,-0.0213963,-0.1854049,-0.6227564,-0.55049,0.0952627,-0.0465239,0.535992,-2.43701,-0.2770577,-0.2713757,-0.0527753,1.092367,-0.0753413,0.473669,-0.540212,-0.1865199,1.04197,-1.181769,0.0760374,-2.094565,1.57264,-0.6255343,-0.067306,-0.3520913,-1.180101,-1.270623,-3.273634,0.0937291,4.0473,-2.184179,-1.354562,-1.091763,0.1810561,-0.2754047,-0.8817974,-0.2716907,-1.46257,-1.096743,-4.62372,-0.6204764,0.3546714,0.1871524,0.560295,-0.0906142,-0.2730474,1.623437,-0.8801041,0.2749676,0.0600715,-1.05406,0.536651,0.6242326,-1.46276,0.1837477,-1.275951,-0.5963,-2.277957,-0.0529343,1.44677,-1.626719,0.0916633,0.6233757,-0.456277,-0.0972747,-0.0916106,-1.355634,-0.2775344
-0.0557126,-1.093572,-3.355934,1.02116,-1.03269,-0.3541332,0.1877721,-0.0929321,-0.1853515,-0.00352445,-0.3526201,0.0967995,-1.05215,-0.533737,-0.0973911,0.2747404,1.627919,-0.6229736,-0.6262444,-0.2797149,-0.5636,1.629206,-1.353017,-0.0693343,-1.357035,1.06711,-0.577737,-0.2706014,-0.596243,-1.185951,-1.05295,-2.52136,0.531914,10.18997,-2.350324,-1.43912,0.2772461,-0.00150113,0.1867047,-0.459725,0.6234426,-2.46407,-0.527517,-1.627076,-0.620447,-0.0672521,0.6273446,0.1835756,0.2763475,-0.597477,1.47735,-0.55455,1.01462,0.0625557,-2.5343,-0.0716797,-0.0766917,-3.51504,0.0971517,0.1801524,0.572672,-1.181317,0.0931504,1.095777,-6.55964,0.0675077,0.3567567,-0.6293415,-0.6200025,-0.537473,-1.356067,1.356344
1.52597,0.064334,-1.355334,0.185979,-0.450243,-0.8893637,0.6251773,0.2700672,0.1851099,-0.2774461,-0.6243902,-0.181362,0.8807263,-0.6215957,-0.1863237,0.1862566,2.181559,-1.41364,-1.350961,-0.096755,-0.6226703,1.52245,-1.357047,-0.0977595,-0.435107,0.1844773,-0.27245,-0.3527909,-1.095752,-1.094317,-0.529023,-0.544146,0.8891346,12.5773,-1.52749,-1.359261,1.623069,-0.0974559,1.01909,-0.0777712,1.620049,-2.57534,-0.357252,3.093625,-0.1800767,-0.2756307,1.35439,-0.439995,0.6253574,-0.8802493,1.47377,-0.499242,2.05525,0.1807002,-4.180144,-0.6201916,-0.3560197,-4.880117,0.1837341,2.270779,1.887091,0.2756157,0.2777662,0.3577914,-9.355321,0.0979237,0.0990263,-0.417462,-1.274135,-0.6254736,-0.6249543,2.59534
2.881093,0.6299137,0.8897709,-0.6250669,0.0449155,-1.359535,1.273157,0.533662,0.6260023,-0.62276,-1.02373,-0.3561302,2.623503,-0.520536,-0.2777907,-0.0167546,1.887777,-2.02492,-0.880797,0.0332174,-0.622042,1.47452,-1.187749,-0.2741977,0.436159,-0.515434,0.0974492,-0.3555012,-1.355502,-0.8892602,-0.0350721,2.277762,1.06071,9.885175,-0.8852062,-1.273519,2.50164,-0.091714,1.47501,0.2775764,2.353177,-1.627527,-0.479606,6.629359,0.419274,-0.3577463,1.625235,-1.352796,0.8802197,-0.8810776,1.359373,-0.6277107,2.57447,0.2734671,-5.00743,-1.04699,-0.1874474,-4.625777,0.2703135,3.881771,2.62107,2.090406,0.400577,-0.2767339,-7.626057,0.2771062,0.0173135,0.1865551,-1.43421,-0.546262,0.099627,3.01973
3.352507,1.271301,2.56075,-1.351062,0.460755,-1.626779,2.02749,1.0057,1.095193,-0.6262763,-0.6201377,-0.6237767,3.881476,-0.3515966,-0.2769271,-0.3511231,1.095462,-2.186935,0.2703462,-0.09503,-0.3560313,0.8899729,-0.6247054,-0.274733,1.45425,-1.275414,0.54272,-0.3593041,-1.186635,-0.8809123,0.535041,4.355512,0.6253024,3.626593,0.0955366,-1.097347,3.01757,-0.0979561,1.622703,0.6223371,2.62652,-0.534499,-0.575072,6.351776,1.095137,-0.471323,1.885572,-2.0995,0.6273277,-0.6230337,1.04757,-1.09553,2.351413,0.2742102,-4.353473,-1.07346,0.1855776,-3.093372,0.0999657,4.187776,3.07711,3.620074,0.3527762,-1.184517,-5.356667,0.465002,-0.00591772,0.8826539,-1.356692,-0.0993116,1.097324,2.56069
3.094765,1.35747,2.620925,-1.272375,0.6225902,-1.625643,2.54969,1.40217,1.274303,-0.3501076,-0.2747347,-1.277017,4.189346,-0.1812999,-0.0972007,-0.514747,0.0969775,-2.180277,1.096497,-0.502332,-0.1805637,0.3597632,-0.2731344,-0.1837275,2.270325,-1.624976,0.8801552,-0.502153,-0.443176,-0.6291463,1.184126,4.47666,0.407159,-1.629754,0.6245341,-1.09566,3.275306,-0.3519277,1.359262,0.8875792,2.886937,0.3577754,-0.3556359,1.354615,1.354555,-0.577166,1.57176,-2.189219,0.40592,-0.2797717,0.0924666,-1.41462,1.186542,0.1851105,-2.351973,-0.8813346,0.6217769,-0.6272754,-0.0974274,3.352017,2.881421,4.620656,0.1866219,-1.887335,-1.35074,0.565156,0.0576269,1.05534,-1.07767,0.096735,1.4756,2.097672
2.352057,1.62374,1.185704,-0.47916,0.6202907,-1.45707,2.880671,2.09121,1.273337,0.0997711,0.3549636,-1.883431,4.090157,-0.0911429,-0.000570456,-0.3560377,-0.3562371,-1.623446,0.6246045,-1.091174,-0.0370017,0.1857749,0.0762162,-0.1872423,2.53337,-1.889701,0.6276463,-0.6204307,0.3516655,-0.6253762,1.57977,3.06145,0.0973332,-3.47746,0.6225719,-1.187977,4.01572,-0.627907,1.07274,1.099657,3.181317,1.091934,0.094367,-6.03909,1.274431,-0.6205341,1.06137,-1.886214,0.1842529,0.0212915,-1.07521,-1.52302,-0.2742339,0.0979506,0.2746115,-0.6259663,1.097407,1.06927,-0.6237419,1.889039,2.51613,5.184546,0.2744075,-2.353456,1.07714,0.501795,0.0966632,0.534249,-0.419971,0.180342,1.090517,2.091333
1.623676,2.274407,-0.577752,0.2721679,0.512626,-1.274773,2.50301,2.54161,1.180504,0.6231547,0.8823751,-2.181423,3.624911,-0.094356,-0.0477715,-0.052744,-0.6239141,-1.180057,-1.04592,-1.353769,0.0731344,0.1867537,0.2703397,-0.2701963,2.44969,-1.620611,0.55295,-0.524766,1.093302,-0.620425,1.883436,1.189674,-0.0434917,-0.470693,0.2745073,-1.351629,5.092024,-1.090007,0.6253421,1.352525,3.43117,1.27171,0.8876799,-12.4423,1.00635,-0.467317,0.2705151,-1.270434,0.0932975,0.355172,-2.092992,-1.189733,-1.271304,0.1839316,2.627556,-0.6221462,1.351709,1.356974,-1.184561,0.624027,2.35272,5.092062,0.3567752,-2.359074,1.093992,0.2705261,0.01695,-0.019597,-0.016907,-0.0473627,-0.0609527,2.44764
1.35553,3.272077,-1.625504,0.6247144,0.3542164,-1.184621,1.626926,2.889544,1.06209,0.525193,0.8871974,-2.090707,3.359904,-0.185197,-0.2777117,0.2711277,-0.8800521,-0.2746227,-3.274167,-1.356714,0.1861146,0.2757054,0.276296,-0.1871957,2.181756,-0.8860747,0.3534746,-0.1851027,1.183717,-0.3517416,2.05279,0.6249503,-0.0992711,5.09704,-0.3596727,-1.271974,6.27515,-1.097715,0.532745,1.52596,3.627093,1.354707,1.621604,-15.18171,0.620434,-0.1872025,-0.3504573,-0.536592,0.1817597,0.6213315,-2.54292,-0.4263,-1.41363,0.3541077,4.27595,-0.6277796,1.627017,0.2796277,-1.354236,0.2796916,2.279919,4.626166,0.8879279,-2.18601,-0.2776077,-0.1832933,-0.0975506,-0.2777702,0.1857627,-0.1879327,-1.277797,3.092655
1.47744,4.273654,-1.35667,0.6237347,0.2793644,-1.274074,0.56014,3.04151,0.527242,0.6297771,0.50675,-1.56479,3.187742,-0.272403,-0.6221499,0.2774507,-1.353039,0.534012,-4.627177,-1.186251,0.452607,0.2737759,0.3511342,-0.0943212,1.626066,0.0900307,0.2754757,0.2720051,0.6202151,-0.0557345,2.07165,1.885972,-0.2727006,9.627621,-0.623597,-0.627067,7.094334,-0.8824095,0.56071,1.59707,3.5663,1.625462,2.277207,-13.27627,0.560564,0.0311527,-0.8877159,-0.18134,0.3527677,1.04376,-2.357301,0.3562453,-0.6246496,0.577701,4.46931,-0.6244692,2.350776,-1.092626,-1.183571,0.355729,2.277757,4.40193,1.47167,-1.881435,-1.625651,-0.8802759,-0.352644,-0.1809355,0.185169,-0.1810113,-2.18405,3.18723
1.620993,4.623076,0.2719075,0.500904,0.2797297,-1.09343,-0.2776162,2.624717,0.620277,0.3570627,-0.0360021,-1.09034,2.621079,-0.1869026,-1.02197,0.0915179,-2.356102,1.47031,-4.62217,-1.094502,0.6297472,0.0917367,0.473377,0.0721799,1.51166,1.095953,0.3570063,0.6273334,-0.0957417,0.1877769,1.885346,4.181021,-0.3571151,10.62302,-0.441299,0.1870159,7.04256,-0.3544025,0.539731,1.44574,3.0063,2.47055,2.42762,-7.354375,0.8817577,0.0944776,-1.355342,-0.076604,0.529116,1.09134,-1.625509,1.354074,0.1812407,0.6200931,3.627145,-0.6272097,3.180562,-1.57312,-0.6267674,0.35733,2.094791,4.353777,1.886479,-1.53039,-1.620191,-1.357449,-0.477739,0.3505047,0.0439762,0.1875091,-2.097556,2.51997
1.57757,4.270709,2.49235,0.53772,0.1859707,-0.59725,-1.06751,2.094629,0.3596569,0.1817099,-0.597707,-0.526323,1.620936,-0.0901957,-0.6269264,-0.1843031,-3.52027,2.274717,-3.276616,-1.274034,1.094577,-0.1841635,0.8800033,0.2709574,1.352395,1.621707,0.570635,0.6209932,-0.6277375,0.446756,1.49239,6.0642,-0.517775,7.62314,0.1873674,1.49047,6.00645,0.0193377,0.2779925,1.095597,1.629979,3.18703,2.181403,-2.621529,1.271626,-0.0171321,-1.882777,-0.0903277,0.591407,1.02736,-1.095734,2.02037,1.06773,0.6234206,2.886391,-0.8801256,3.627062,-0.18955,-0.2716295,0.0937037,1.50557,4.274464,1.885044,-1.35469,-0.6276793,-1.57697,-0.4973,1.03734,-0.180444,0.8835765,-1.180534,1.189177
0.887074,2.54579,4.271742,1.099974,-0.0979029,-0.00550442,-1.273272,1.271056,-0.0644707,0.0974115,-1.096749,-0.1870642,0.2759795,0.0900743,-0.0935064,-0.3514576,-4.18663,2.271064,-1.40196,-1.43971,1.096149,-0.474545,1.18544,0.3577624,1.091755,1.627345,0.6230302,0.1897472,-1.09257,0.6217729,0.8816931,6.275793,-0.565034,3.276067,1.184976,2.629112,4.352571,0.1850757,-0.0919379,0.523772,0.2726625,3.40413,1.41374,1.627757,1.50965,-0.2740034,-2.352727,-0.0339746,0.449311,0.6237936,-0.6231924,2.092067,1.277135,0.435165,2.276521,-1.00024,3.623416,2.627167,-0.0967752,-0.2761164,0.6245793,3.621752,1.45235,-1.274197,0.00237061,-1.279526,-0.356623,1.186253,-0.2726242,1.277517,0.270747,-0.0955371
-0.1843031,0.1836977,4.887036,2.03307,-0.8831371,0.6237745,-1.187521,0.2730413,-0.6236344,0.2712344,-1.275439,0.0762553,-1.07672,0.0946571,0.452633,-0.1877797,-3.886213,1.621431,-0.270752,-1.880679,0.8823071,-0.6224237,1.359165,0.456692,0.439553,1.05537,0.430527,-0.404577,-0.6256773,0.6237044,-0.0149669,4.52336,-0.472744,0.0933593,2.03033,3.356904,2.626025,0.1816277,-0.6240759,0.0903077,-0.8876934,3.0393,0.479773,5.357575,1.47327,-0.474569,-2.623751,0.1861097,0.183233,0.523595,-0.555657,1.625473,1.274253,0.2756561,2.185727,-1.095297,3.05396,6.181264,-0.0910379,-0.279272,0.0902909,2.47573,0.8862463,-0.6234432,-0.475666,-0.570773,-0.1874296,0.8827712,-0.1817116,1.271207,1.624253,-1.07417
-1.45632,-2.097467,4.624555,2.43206,-1.623112,1.50929,-1.090676,-0.59023,-1.51154,0.2793195,-1.187277,0.547493,-1.880109,-0.0461351,0.522427,0.0376707,-2.621133,0.50796,-0.09741,-2.03412,0.447046,-0.550617,1.41467,0.426577,-0.1896034,-0.0547376,0.0973573,-1.091402,-0.1893793,0.8825999,-0.8874004,2.59747,-0.275769,-0.457267,2.356027,3.353477,1.57799,0.0773647,-1.183717,-0.1877443,-1.624345,2.05574,-0.2743717,7.880517,1.180347,-0.423511,-2.886197,0.6240931,-0.094772,0.3574201,-0.6227062,1.357156,0.523376,0.2727715,2.354756,-1.180729,2.07543,7.351739,-0.0957406,0.3597979,-0.3516729,0.6232627,0.3516634,0.1804962,-2.276374,0.0962677,-0.0915503,0.1857577,0.091751,0.6279112,2.44296,-1.097701
-2.41567,-3.626174,4.186913,2.180769,-2.185564,2.09576,-1.03455,-1.54077,-2.090493,0.1834579,-1.05273,1.42315,-1.626296,-0.3520709,0.8814571,0.1877427,-1.277023,-0.46757,-0.466475,-1.57746,0.2743373,-0.3552564,1.273209,0.3553975,-1.097367,-1.07724,-0.3503147,-1.092511,0.1847777,0.8857752,-1.54276,0.6251152,-0.0970701,0.1897141,2.51662,2.626615,0.6247435,0.0920097,-1.352995,-0.441612,-1.627426,1.05029,-1.09579,12.62537,0.517351,-0.1807713,-2.56704,1.274427,-0.3547712,0.3556905,-0.534467,1.099207,0.626307,0.3547599,2.45796,-0.8862093,1.272675,7.355517,-0.0117305,2.07091,-0.574735,-1.189752,0.0473561,1.359643,-3.623654,0.6270923,-0.0355069,-0.2719199,0.477575,0.0951021,2.355157,-0.577133
-2.627257,-4.357926,4.04545,1.091357,-2.187971,2.40027,-1.097364,-2.35244,-2.090797,-0.0977777,-0.6271711,2.47792,-0.6224011,-0.6270472,0.559925,0.1875352,-0.1866796,-1.271067,-0.3576603,-0.8802147,0.0966217,-0.1877721,1.01731,0.2799296,-1.62101,-1.55036,-0.6272797,-0.401479,0.443537,0.6271775,-1.627153,0.0949614,0.0917443,0.3559534,2.57955,1.627296,0.0269611,0.3551423,-1.189054,-0.6250429,-1.50627,0.411959,-1.47701,16.62741,0.0699197,0.0923261,-2.02967,1.43463,-0.46107,0.470954,-0.0909662,1.07795,1.01456,0.461621,2.184597,-0.2731734,1.01707,6.47739,0.277742,3.276253,-0.6272456,-2.886975,-0.0975046,2.62656,-3.27272,0.8863437,-0.0133014,-0.3546266,0.8890741,-0.0997174,1.49799,-0.0933776
-2.59921,-4.185714,4.07235,-0.0915015,-1.623245,2.62636,-1.46939,-2.887391,-1.51662,-0.6202005,-0.415907,3.41471,0.2701267,-0.6240526,0.417927,0.0943935,0.2732597,-1.271767,0.6273651,0.0357764,0.180557,-0.1849674,0.523123,0.2773445,-2.04393,-1.620737,-0.8837772,0.2763677,0.442372,0.523627,-1.277547,0.3524669,0.1831541,-1.54617,2.625654,1.097562,-1.094347,0.8879972,-0.8851157,-1.02776,-1.276001,0.497479,-1.880674,19.27265,-0.2747176,0.0959091,-1.27321,1.46575,-0.3575217,0.6276273,0.6262041,1.01734,1.092326,0.355921,1.272672,0.413937,0.8807214,3.883451,0.6221404,3.272144,-1.274045,-3.887214,-0.2770714,3.883752,-0.3501777,0.6257576,0.0103275,-0.0793972,1.180037,-0.0762113,0.351412,-0.0914005
-2.189741,-3.62274,3.627923,-0.57632,-1.097159,3.02567,-2.090744,-3.271069,-0.6249057,-1.04901,-0.2719347,4.00076,0.8802771,-0.3570573,0.597297,0.0906491,0.6207791,-0.570705,2.887609,0.6271204,0.3570719,-0.187277,0.0935707,0.2775174,-1.52327,-1.357635,-0.8803772,0.6274717,0.2729907,0.2749672,-0.56565,0.6226467,0.184776,-5.49973,2.629372,0.8820692,-2.623353,1.355719,-0.50795,-1.350774,-1.357979,1.03471,-2.185477,17.2797,-0.1802397,-0.1841262,-0.8834629,1.35334,-0.1873142,0.8827467,1.623531,0.6237434,0.6219957,0.0304031,-0.097496,1.09937,0.3517306,1.621757,1.01005,1.279361,-1.624214,-4.277719,-0.574377,4.353723,3.47705,0.3539203,0.0733501,0.437543,1.093431,0.2725775,-0.470007,-0.6295669
-1.887777,-3.353412,2.882303,-0.0990172,-0.565199,3.097704,-2.53762,-3.353437,-0.0929603,-1.05062,-0.0971311,3.62327,0.504119,0.1841661,1.090311,0.2756752,1.27045,0.0965625,5.092762,1.090165,0.6209362,-0.0973021,-0.3576404,0.2716739,-1.624344,-1.273077,-0.6262773,0.569673,0.0365549,-0.1831042,-0.0274231,0.3590737,0.1813032,-9.185771,2.53435,1.02769,-4.353923,1.47065,-0.3510719,-1.627734,-2.06637,1.271797,-2.62993,13.35195,0.0652713,-0.8827071,-0.8890921,1.187776,-0.0936752,0.6297937,2.56463,0.3540607,-0.0706391,-0.537603,-2.06674,1.273034,-0.6293054,0.2776407,0.6257624,-1.623629,-2.49969,-4.46127,-1.0424,4.271779,6.272161,0.2704739,0.1809766,1.0362,0.6247179,0.517777,-1.01616,-1.627351
-1.627053,-3.44143,1.02702,0.8877159,-0.3579979,2.889927,-2.885552,-3.27237,0.1873774,-0.6217196,-0.0760073,3.00967,-0.3534434,1.04319,1.279172,0.6204391,2.18437,0.6209724,6.090352,1.02156,1.09252,0.2740377,-1.181977,0.0969629,-1.55144,-1.354,-0.6213395,-0.1807569,-0.274721,-0.555376,0.1830419,-0.6249704,0.097416,-10.27573,2.09597,1.094256,-5.625731,1.183397,-0.2775402,-1.889216,-2.623503,1.06106,-3.40474,5.46625,0.2796203,-1.43714,-1.353234,1.180661,-0.0957477,0.537799,3.01472,-0.0903679,-1.277062,-1.189397,-3.880539,0.6204479,-2.629747,-0.420792,0.0972163,-4.47732,-3.095023,-4.627627,-1.276341,3.624753,6.096199,0.3577614,0.2755147,1.09725,0.3562717,0.3569302,-0.6230966,-2.623465
-1.626732,-3.627033,-1.355313,1.881973,-0.46735,2.183774,-2.625773,-2.887602,0.2731561,-0.2749161,0.0393649,1.621371,-1.4742,1.45647,1.184139,1.09307,3.092977,0.571011,5.35017,0.626273,1.185777,0.8806713,-1.881774,-0.0546517,-1.57793,-1.623479,-0.573021,-1.185141,-0.2779657,-0.886075,0.0459731,-2.620453,0.096517,-7.096765,1.181036,0.6267655,-6.18916,0.497707,-0.3555293,-1.627016,-3.277496,0.1843674,-4.07334,-2.4603,0.51203,-1.623654,-1.880076,1.181212,-0.2756275,0.1807556,2.621332,-0.501465,-2.52063,-1.56217,-5.097553,-0.0935747,-4.624197,-1.624527,-0.2762656,-5.55779,-3.094673,-5.05454,-1.40556,2.887991,3.277615,0.6271332,0.3577017,0.8861171,0.1846457,-0.0925407,-0.1863209,-3.095655
-1.624457,-3.52167,-3.622729,1.629677,-0.573717,0.8826449,-2.181443,-2.277131,0.0960737,0.0991769,0.1811436,0.1833795,-2.185116,1.423,0.50292,0.6247434,3.189909,0.0951526,3.355767,0.6235707,1.18427,1.55729,-2.276347,-0.1897641,-1.56709,-1.883139,-0.504439,-1.626376,-0.2754275,-1.09017,-0.2775045,-4.096752,0.1803572,-3.886676,0.0926033,0.0352077,-5.887134,-0.0526544,-0.40523,-1.355632,-3.275541,-0.6276255,-4.07412,-7.183155,0.511934,-1.352337,-2.02739,1.096211,-0.517745,-0.1831737,2.097306,-0.6257179,-3.273005,-1.52124,-5.356245,-1.01009,-5.625754,-4.0051,-0.465269,-4.357347,-2.357006,-5.02796,-1.353327,2.186763,0.0324195,1.274719,0.45995,0.512962,0.0977535,-0.6233427,0.1896262,-2.627507
-1.271751,-2.624735,-5.356727,0.3541672,-0.420202,-0.462737,-1.03434,-1.359024,0.0137103,0.3505737,0.3567112,-1.091464,-2.092746,0.520012,-0.1846717,-0.0116002,2.274627,-0.3576732,1.189725,1.02056,0.8873737,2.091625,-2.279695,-0.3579371,-1.275771,-1.625544,-0.3527347,-1.624731,-0.0912921,-1.05473,-0.571147,-4.357152,0.2707136,-0.01426,-0.8815731,-1.094977,-5.090673,-0.3596773,-0.355169,-0.6272917,-2.622477,-1.47191,-3.180937,-9.887055,0.2797345,-0.6277533,-1.56326,1.04762,-0.6240266,-0.403173,1.275175,-0.6295716,-3.183953,-1.187796,-4.627513,-1.35042,-5.090734,-6.42704,-0.1806774,-1.625626,-1.273747,-4.274771,-1.183715,1.57441,-1.46777,1.272124,0.507344,0.2756702,0.1819135,-1.180795,0.417443,-1.886667
-0.459317,-1.180741,-6.090662,-1.35914,0.00777436,-1.622535,0.3579197,-0.3546977,0.0765462,0.3512996,0.6293417,-2.05619,-1.277454,0.0714475,-0.629706,-1.094573,0.41513,-0.6257495,-0.0969723,1.4777,0.3507396,2.01442,-2.05634,-0.477397,-0.59757,-1.09407,-0.0926539,-1.07217,0.2707316,-0.6201937,-0.474043,-3.355676,0.400272,2.09314,-1.622017,-2.180303,-4.09171,-0.6221337,-0.1870744,-0.2777547,-1.621717,-1.625902,-1.45377,-7.185307,0.0510255,-0.096039,-0.8854605,0.6241092,-0.477591,-0.41044,0.43646,-0.401536,-2.354047,-0.8801151,-3.355563,-1.274719,-3.097117,-7.187775,0.356476,0.52972,-0.1806277,-2.52527,-1.07154,1.27435,-0.400077,1.094235,0.527409,0.1879605,0.097776,-0.8896721,0.189766,-1.09695
0.3514773,0.455764,-5.627417,-2.52517,0.6201219,-2.350366,1.885549,0.476462,0.2773429,0.2707305,1.091793,-2.351674,-0.3579623,-0.576293,-1.09797,-1.886637,-1.35276,-0.8802405,-0.622147,2.180215,-0.350657,1.275552,-1.47272,-0.497267,0.0924711,-0.1867012,0.2745342,-0.2772337,0.6260647,-0.2746027,-0.0237319,-1.4271,0.629961,2.277371,-2.274692,-2.55115,-3.184775,-0.6296739,0.0193912,-0.0921644,-0.574593,-1.624651,0.3509665,-4.887796,-0.2734236,0.1807657,-0.2740017,0.2726615,-0.0931332,-0.2705964,-0.0936675,-0.0956251,-1.189967,-0.6234566,-2.187954,-0.6246226,-0.8873745,-7.186973,1.02109,1.51976,0.3570579,-1.097537,-1.03147,0.621454,2.09679,0.6252666,0.505717,0.1895691,-0.0744792,-0.2714445,-0.1814921,-0.3541929
1.354073,1.889996,-5.09701,-3.096364,1.5057,-2.274672,2.886247,1.350216,0.6227121,0.0976621,1.273777,-2.099215,0.0953962,-1.03175,-0.8814671,-2.02163,-2.57791,-0.620765,-0.6241115,2.51397,-1.270037,0.3543757,-1.187975,-0.445003,0.6270574,0.467096,0.41723,-0.0704629,1.03032,0.1844577,0.6202074,0.409079,1.097557,2.07731,-2.41166,-2.27441,-2.52774,-1.181276,0.2790995,-0.0654031,0.0934925,-1.47045,2.01467,-2.3543,-0.529565,0.1872321,0.2710267,-0.0914762,0.3537709,-0.067703,-0.54907,0.0520104,-0.1857034,-0.6242904,-1.881727,-0.2777534,0.2773495,-6.270652,1.090631,0.6247217,0.453974,0.273777,-1.09117,0.2777747,3.883739,0.541995,0.407602,0.1845295,-0.472512,0.3541457,-0.6233315,-0.0127577
